ID;ACCESSION;SOURCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;genotype;organism;mol_type;isolation_source;host;country;note
2173284353;LC406646;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7067;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173284349;LC406645;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7213;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Gifu""";"""genotype: 3"""
2173284345;LC406644;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7119;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Fukuoka, Hakata""";"""genotype: 3"""
2173284341;LC406643;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7219;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Saitama""";"""genotype: 3"""
2173284337;LC406642;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7228;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""genotype: 4"""
2173284333;LC406641;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7232;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""genotype: 4"""
2173284329;LC406640;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7108;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173284325;LC406639;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7213;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 3"""
2173284321;LC406638;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7192;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Sapporo""";"""genotype: 4"""
2173284317;LC406637;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7217;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Nara""";"""genotype: 3"""
2173284313;LC406636;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7218;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Tomakomai""";"""genotype: 3"""
2173284309;LC406635;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7075;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173284305;LC406634;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7254;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Hakodate""";"""ORF1"""
2173284301;LC406633;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7198;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo""";"""genotype: 3"""
2173284297;LC406632;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7221;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Tokyo, Shinagawa""";"""genotype: 3"""
2173284293;LC406631;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Takahashi.K.
";"Subtypes of hepatitis E virus in Japan
";NA;NA;         1..7155;NA;"""Paslahepevirus balayani""";"""genomic RNA""";NA;"""Homo sapiens""";"""Japan:Hokkaido, Kitami""";"""genotype: 4"""
2169232284;MZ209973;"Sanya hepevirus 1 (invertebrate metagenome)
";"Sanya hepevirus 1
";"Feng,G.
";"Direct Submission
";"PFOR v. 2012; velvet v. 2008
";"Illumina
";         1..8789;NA;"""Sanya hepevirus 1""";"""genomic RNA""";"""Rice Field""";"""Ochthera mantis""";"""China""";"""metagenomic"""
2169123695;MZ676774;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7183;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123691;MZ676773;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7183;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123679;MZ676770;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123675;MZ676769;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123671;MZ676768;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123667;MZ676767;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123663;MZ676766;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123659;MZ676765;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123655;MZ676764;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123651;MZ676763;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123647;MZ676762;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123643;MZ676761;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123639;MZ676760;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7183;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123635;MZ676759;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7189;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123631;MZ676758;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123627;MZ676757;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7183;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123623;MZ676756;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123619;MZ676755;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7183;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123615;MZ676754;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123611;MZ676753;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123607;MZ676752;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123603;MZ676751;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123599;MZ676750;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7186;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2169123595;MZ676749;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Jenckel,M., Hall,R. and Strive,T.
";"Direct Submission
";"Geneious v. 2021
";"Illumina
";         1..7183;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""rabbit""";"""Australia""";NA
2168954998;MZ209672;"Hangzhou hepevirus 1 (invertebrate metagenome)
";"Hangzhou hepevirus 1
";"Feng,G.
";"Direct Submission
";"PFOR v. 2012; velvet v. 2008
";"Illumina
";         1..7963;NA;"""Hangzhou hepevirus 1""";"""genomic RNA""";"""Rice Field""";"""Micraspis discolor""";"""China""";"""metagenomic"""
2161398390;MZ463196;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Sarchese,V., Fruci,P., Palombieri,A., Di Profio,F. and Di
";"Molecular identification and characterization of a genotype 3
";"Geneious prime v. 2021.1.1
";"Nanopore technologies
";         1..7212;genotype 3;"""Paslahepevirus balayani""";"""genomic RNA""";"""faecal sample""";"""wolf""";"""Italy""";"""genotype: HEV3"""
2159197857;MW589652;"Avian hepatitis E virus
";"Avian hepatitis E virus
";"Asif,K., O'Rourke,D., Sabir,A.J., Shil,P., Noormohammadi,A.H. and
";"Characterisation of the whole genome sequence of an avian hepatitis
";"Unicycler v. 0.4.7; Canu v. 1.7
";"Illumina; Minion
";         1..6588;NA;"""Avian hepatitis E virus""";"""genomic RNA""";"""liver""";"""Gallus gallus""";"""Australia""";"""unknown function"""
2159197853;MW589651;"Avian hepatitis E virus
";"Avian hepatitis E virus
";"Asif,K., O'Rourke,D., Sabir,A.J., Shil,P., Noormohammadi,A.H. and
";"Characterisation of the whole genome sequence of an avian hepatitis
";"Unicycler v. 0.4.7; Canu v. 1.7
";"Illumina; Minion
";         1..6653;NA;"""Avian hepatitis E virus""";"""genomic RNA""";"""liver""";"""Gallus gallus""";"""Australia""";"""unknown function"""
2154025511;OK076716;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Schilling-Loeffler,K., Viera-Segura,O., Corman,V.M., Schneider,J.,
";"Cell Culture Isolation and Whole Genome Characterization of
";NA;NA;         1..7215;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""wild Boar""";"""Germany""";"""ORF1"""
2154025507;OK076715;"Paslahepevirus balayani
";"Paslahepevirus balayani
";"Schilling-Loeffler,K., Viera-Segura,O., Corman,V.M., Schneider,J.,
";"Cell Culture Isolation and Whole Genome Characterization of
";NA;NA;         1..7219;NA;"""Paslahepevirus balayani""";"""genomic RNA""";"""liver""";"""wild Boar""";"""Germany""";"""ORF1"""
2129658347;LC657084;"Hepatitis E virus type 4
";"Hepatitis E virus type 4
";"Li,T., Takeda,N. and Muramatsu,M.
";"Isolation and Characterization of a Genotype 4 Hepatitis E Virus
";NA;NA;         1..7262;NA;"""Hepatitis E virus type 4""";"""genomic RNA""";NA;"""wild boar""";"""Japan""";"""ORF1"""
2125922724;MZ868954;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Ma,X., Li,L., Wang,J., Chai,S., Duan,Z. and Zheng,G.
";"Direct Submission
";NA;"Sanger dideoxy sequencing
";         1..7002;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""liver""";"""Rattus norvegicus""";"""China""";NA
2125314950;LC646471;"Hepatitis E virus type 4
";"Hepatitis E virus type 4
";"Li,T., Muramatsu,M. and Takeda,N.
";"Isolation and Characterization of a Genotype 4 Hepatitis E Virus
";NA;NA;         1..7262;NA;"""Hepatitis E virus type 4""";"""genomic RNA""";"""feces""";"""Wild boar""";"""Japan""";NA
2111809361;MW391926;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Zhu,W.
";"Direct Submission
";"Trinty v. 2019
";"Illumina
";         1..6948;NA;"""Rocahepevirus ratti""";"""genomic RNA""";"""fecal samples""";"""Ochotona curzoniae and Apodemus peninsulae""";"""China""";NA
2108673364;MZ438692;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7282;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: BC""";NA
2108673361;MZ438691;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7277;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: NB""";NA
2108673358;MZ438690;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7262;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: NB""";NA
2108673355;MZ438689;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7277;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: NB""";NA
2108673352;MZ438688;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7277;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: NS""";NA
2108673349;MZ438687;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7277;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: NB""";NA
2108673346;MZ438686;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7262;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: PEI""";NA
2108673343;MZ438685;"Cutthroat trout virus
";"Cutthroat trout virus
";"Long,A., LeBlanc,F., Arseneau,J.R., Gagne,N., Einer-Jensen,K.,
";"Distribution and Pathogenicity of Two Cutthroat Trout Virus (CTV)
";"IDBA-UD v. 1.1.1
";"Illumina
";         1..7254;NA;"""Cutthroat trout virus""";"""genomic RNA""";NA;"""Salmo salar""";"""Canada: NB""";NA
2103141993;MZ736614;"Avihepevirus magniiecur
";"Avihepevirus magniiecur
";"Zhang,Y.
";"Direct Submission
";NA;NA;         1..6683;NA;"""Avihepevirus magniiecur""";"""genomic RNA""";"""liver""";"""Gallus gallus""";"""China""";"""nonstructural polyprotein; helicase; RdRp; ORF1"""
2103141568;MW924815;"Avian hepatitis E virus
";"Avian hepatitis E virus
";"Zhang,Y.
";"Direct Submission
";NA;"Sanger dideoxy sequencing
";         1..6647;NA;"""Avian hepatitis E virus""";"""genomic RNA""";"""liver""";"""Gallus gallus""";"""China""";"""nonstructural polyprotein; helicase; RdRp; ORF1"""
1751539059;MN450855;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Sridhar,S., Yip,C.C., Wu,S., Chew,N.F., Leung,K.H., Chan,J.F.,
";"Transmission of Rat Hepatitis E Virus Infection to Humans in Hong
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..6945;NA;"""Rocahepevirus ratti""";"""genomic RNA""";NA;"""Rattus norvegicus""";"""Hong Kong""";"""ORF1"""
1751539055;MN450854;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Sridhar,S., Yip,C.C., Wu,S., Chew,N.F., Leung,K.H., Chan,J.F.,
";"Transmission of Rat Hepatitis E Virus Infection to Humans in Hong
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..6942;NA;"""Rocahepevirus ratti""";"""genomic RNA""";NA;"""Homo sapiens""";"""Hong Kong""";"""ORF1"""
1751539051;MN450853;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Sridhar,S., Yip,C.C., Wu,S., Chew,N.F., Leung,K.H., Chan,J.F.,
";"Transmission of Rat Hepatitis E Virus Infection to Humans in Hong
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..6987;NA;"""Rocahepevirus ratti""";"""genomic RNA""";NA;"""Homo sapiens""";"""Hong Kong""";"""ORF1"""
1751539047;MN450852;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Sridhar,S., Yip,C.C., Wu,S., Chew,N.F., Leung,K.H., Chan,J.F.,
";"Transmission of Rat Hepatitis E Virus Infection to Humans in Hong
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..6942;NA;"""Rocahepevirus ratti""";"""genomic RNA""";NA;"""Homo sapiens""";"""Hong Kong""";"""ORF1"""
1751539043;MN450851;"Rocahepevirus ratti
";"Rocahepevirus ratti
";"Sridhar,S., Yip,C.C., Wu,S., Chew,N.F., Leung,K.H., Chan,J.F.,
";"Transmission of Rat Hepatitis E Virus Infection to Humans in Hong
";"BioEdit v. 7.2.5
";"Sanger dideoxy sequencing
";         1..6944;NA;"""Rocahepevirus ratti""";"""genomic RNA""";NA;"""Homo sapiens""";"""Hong Kong""";"""ORF1"""
2057278648;MT920909;"Hepeviridae
";"Hepeviridae
";"Cierniak,F., von Arnim,F., Heckel,G., Ulrich,R.G., Groschup,M.H.
";"A Putative Novel Hepatitis E Virus Genotype 3 Subtype Identified in
";NA;"Sanger dideoxy sequencing
";         1..7233;NA;"""Hepeviridae""";"""genomic RNA""";"""liver""";"""Oryctolagus cuniculus""";"""Germany""";"""genotype: 3"""
2042374130;MW795567;"Hepeviridae
";"Hepeviridae
";"Niendorf,S., Harms,D., Hellendahl,K.F., Heuser,E., Bottcher,S.,
";"Presence and Diversity of Different Enteric Viruses in Wild Norway
";NA;"Sanger dideoxy sequencing
";         1..6940;NA;"""Hepeviridae""";"""genomic RNA""";"""feces""";"""Rattus norvegicus""";"""Hungary""";NA
